event_id,event_type,aggregate_id,aggregate_type,sequence_number,schema_version,occurred_at,recorded_at,metadata_causation_id,metadata_correlation_id,metadata_user_id,metadata_source_service,payload_application_id,payload_applicant_id,payload_requested_amount_usd,payload_loan_purpose,payload_loan_term_months,payload_submission_channel,payload_contact_email,payload_contact_name,payload_submitted_at,payload_application_reference,payload_required_document_types_count,payload_required_document_types,payload_deadline,payload_requested_by,payload_package_id,payload_required_documents_count,payload_required_documents,payload_created_at,payload_document_id,payload_document_type,payload_document_format,payload_filename,payload_file_path,payload_file_size_bytes,payload_file_hash,payload_fiscal_year,payload_uploaded_at,payload_uploaded_by,payload_added_at,payload_session_id,payload_agent_type,payload_agent_id,payload_model_version,payload_langgraph_graph_version,payload_context_source,payload_context_token_count,payload_started_at,payload_inputs_validated_count,payload_inputs_validated,payload_validation_duration_ms,payload_validated_at,payload_node_name,payload_node_sequence,payload_input_keys_count,payload_input_keys,payload_output_keys_count,payload_output_keys,payload_llm_called,payload_llm_tokens_input,payload_llm_tokens_output,payload_llm_cost_usd,payload_duration_ms,payload_executed_at,payload_page_count,payload_detected_format,payload_pipeline_version,payload_extraction_model,payload_tool_name,payload_tool_input_summary,payload_tool_output_summary,payload_tool_duration_ms,payload_called_at,payload_facts_total_revenue,payload_facts_gross_profit,payload_facts_operating_expenses,payload_facts_operating_income,payload_facts_ebitda,payload_facts_depreciation_amortization,payload_facts_interest_expense,payload_facts_income_before_tax,payload_facts_tax_expense,payload_facts_net_income,payload_facts_total_assets,payload_facts_current_assets,payload_facts_cash_and_equivalents,payload_facts_accounts_receivable,payload_facts_inventory,payload_facts_total_liabilities,payload_facts_current_liabilities,payload_facts_long_term_debt,payload_facts_total_equity,payload_facts_operating_cash_flow,payload_facts_investing_cash_flow,payload_facts_financing_cash_flow,payload_facts_free_cash_flow,payload_facts_debt_to_equity,payload_facts_current_ratio,payload_facts_debt_to_ebitda,payload_facts_interest_coverage,payload_facts_gross_margin,payload_facts_net_margin,payload_facts_fiscal_year_end,payload_facts_currency,payload_facts_gaap_compliant,payload_facts_field_confidence_total_revenue,payload_facts_field_confidence_net_income,payload_facts_field_confidence_total_assets,payload_facts_page_references_total_revenue,payload_facts_page_references_net_income,payload_facts_extraction_notes_count,payload_facts_balance_sheet_balances,payload_facts_balance_discrepancy_usd,payload_raw_text_length,payload_tables_extracted,payload_processing_ms,payload_completed_at,payload_overall_confidence,payload_is_coherent,payload_anomalies_count,payload_critical_missing_fields_count,payload_reextraction_recommended,payload_auditor_notes,payload_assessed_at,payload_documents_processed,payload_has_quality_flags,payload_quality_flag_count,payload_ready_at,payload_events_written_count,payload_output_summary,payload_written_at,payload_total_nodes_executed,payload_total_llm_calls,payload_total_tokens_used,payload_total_cost_usd,payload_total_duration_ms,payload_next_agent_triggered,payload_requested_at,payload_priority,payload_opened_at,payload_fiscal_years_loaded_count,payload_fiscal_years_loaded,payload_has_prior_loans,payload_has_defaults,payload_revenue_trajectory,payload_data_hash,payload_consumed_at,payload_document_ids_consumed_count,payload_document_ids_consumed,payload_facts_summary,payload_quality_flags_present,payload_decision_risk_tier,payload_decision_recommended_limit_usd,payload_decision_confidence,payload_decision_rationale,payload_decision_key_concerns_count,payload_decision_key_concerns,payload_decision_data_quality_caveats_count,payload_decision_policy_overrides_applied_count,payload_model_deployment_id,payload_input_data_hash,payload_analysis_duration_ms,payload_regulatory_basis_count,payload_triggered_by_event_id,payload_screening_model_version,payload_initiated_at,payload_fraud_score,payload_risk_level,payload_anomalies_found,payload_recommendation,payload_regulation_set_version,payload_rules_to_evaluate_count,payload_rules_to_evaluate,payload_rule_id,payload_rule_name,payload_rule_version,payload_evidence_hash,payload_evaluation_notes,payload_evaluated_at,payload_note_type,payload_note_text,payload_rules_evaluated,payload_rules_passed,payload_rules_failed,payload_rules_noted,payload_has_hard_block,payload_overall_verdict,payload_all_analyses_complete,payload_orchestrator_session_id,payload_confidence,payload_approved_amount_usd,payload_conditions_count,payload_conditions,payload_executive_summary,payload_key_risks_count,payload_contributing_sessions_count,payload_model_versions_orchestrator,payload_generated_at,payload_interest_rate_pct,payload_term_months,payload_approved_by,payload_effective_date,payload_approved_at,payload_failure_reason,payload_is_hard_block,payload_remediation_available,payload_remediation_description,payload_decline_reasons_count,payload_decline_reasons,payload_declined_by,payload_adverse_action_notice_required,payload_adverse_action_codes_count,payload_adverse_action_codes,payload_declined_at,payload_key_risks
de86f7f6-172c-4068-8488-4ffe2a276cd3,AgentSessionCompleted,c7ff1ac3-a0ee-41a2-b27b-d5f7a2d78b2e,AgentSession,12,1.0,2026-03-05T22:36:39.447561Z,2026-03-05T22:36:39.447561Z,,d40f42aa-3250-473a-99e4-d55d388c44a6,system,agentic-governance-ledger,APEX-0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sess-cre-edf77109,credit_analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-05T22:36:39.447561,,,,,,,,,,,,,,,7.0,1.0,3766.0,0.03389,34312.0,fraud_detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25fa74f8-513f-4bfc-8ceb-44831472b957,FraudScreeningRequested,c2e8ef12-4eb3-408a-8af0-3e09d0b1dcdc,Loan,8,1.0,2026-03-05T22:36:44.447561Z,2026-03-05T22:36:44.447561Z,e9e5259d-2015-41a8-85c8-abe7ad4f2942,d40f42aa-3250-473a-99e4-d55d388c44a6,system,agentic-governance-ledger,APEX-0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-05T22:36:44.447561,,,,,,,,,,,,,,,,,,,,,,,,,,ec230261309c8145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa27bd4d-2e7d-4b18-a302-6a3721045e46,ApplicationSubmitted,3cc46776-4f73-466c-bba8-cbc76d1370f2,Loan,1,1.0,2026-02-24T13:46:17.453323Z,2026-02-24T13:46:17.453323Z,,b2c2d713-3671-47d6-b564-944415f19b50,julie51@example.com,agentic-governance-ledger,APEX-0019,COMP-080,1657000.0,expansion,48.0,mobile,julie51@example.com,Brenda Levy,2026-02-24T13:46:17.453323,APEX-0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6b4ce4d-917f-4232-997d-d10f0b7220c5,DocumentUploadRequested,3cc46776-4f73-466c-bba8-cbc76d1370f2,Loan,2,1.0,2026-02-24T13:46:17.453323Z,2026-02-24T13:46:17.453323Z,,b2c2d713-3671-47d6-b564-944415f19b50,system,agentic-governance-ledger,APEX-0019,,,,,,,,,,3.0,application_proposal|income_statement|balance_sheet,2026-03-03T13:46:17.453323,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dce032cb-337d-4194-9166-bbc8f7f8fc7a,PackageCreated,53fe326b-facc-411a-b21d-795f1b08b4a8,DocumentPackage,1,1.0,2026-02-24T13:46:37.453323Z,2026-02-24T13:46:37.453323Z,,b2c2d713-3671-47d6-b564-944415f19b50,system,agentic-governance-ledger,APEX-0019,,,,,,,,,,,,,,APEX-0019,3.0,application_proposal|income_statement|balance_sheet,2026-02-24T13:46:37.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032c2e1-7a37-4cdc-8f4d-555aeaf776c6,DocumentUploaded,3cc46776-4f73-466c-bba8-cbc76d1370f2,Loan,3,1.0,2026-02-24T17:48:37.453323Z,2026-02-24T17:48:37.453323Z,,b2c2d713-3671-47d6-b564-944415f19b50,applicant,agentic-governance-ledger,APEX-0019,,,,,,,,,,,,,,,,,,doc-bb8e3786,application_proposal,pdf,APEX-0019_proposal.pdf,documents/COMP-080/APEX-0019_proposal.pdf,83230.0,8eb66e9cbdaaa5ba,,2026-02-24T17:48:37.453323,applicant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb3304bc-50a5-47a7-9031-35143753075c,DocumentAdded,53fe326b-facc-411a-b21d-795f1b08b4a8,DocumentPackage,2,1.0,2026-02-24T17:48:37.453323Z,2026-02-24T17:48:37.453323Z,,4910a807-87cf-400a-86fc-8d709f105e1b,system,agentic-governance-ledger,,,,,,,,,,,,,,,APEX-0019,,,,doc-bb8e3786,application_proposal,pdf,,,,8eb66e9cbdaaa5ba,,,,2026-02-24T17:48:37.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3a92757-e647-4610-8bf1-c1f9fcc1eeed,DocumentUploaded,3cc46776-4f73-466c-bba8-cbc76d1370f2,Loan,4,1.0,2026-02-24T17:53:37.453323Z,2026-02-24T17:53:37.453323Z,,b2c2d713-3671-47d6-b564-944415f19b50,applicant,agentic-governance-ledger,APEX-0019,,,,,,,,,,,,,,,,,,doc-8c3743f0,income_statement,pdf,APEX-0019_income_stmt_2024.pdf,documents/COMP-080/APEX-0019_income_stmt_2024.pdf,344549.0,d794b166001141a2,2024.0,2026-02-24T17:53:37.453323,applicant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af2e9951-7c73-4034-9208-021da378cd43,DocumentAdded,53fe326b-facc-411a-b21d-795f1b08b4a8,DocumentPackage,3,1.0,2026-02-24T17:53:37.453323Z,2026-02-24T17:53:37.453323Z,,4910a807-87cf-400a-86fc-8d709f105e1b,system,agentic-governance-ledger,,,,,,,,,,,,,,,APEX-0019,,,,doc-8c3743f0,income_statement,pdf,,,,d794b166001141a2,,,,2026-02-24T17:53:37.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aecddf45-5973-4943-90d8-3a056bb8f9ef,DocumentUploaded,3cc46776-4f73-466c-bba8-cbc76d1370f2,Loan,5,1.0,2026-02-24T17:54:37.453323Z,2026-02-24T17:54:37.453323Z,,b2c2d713-3671-47d6-b564-944415f19b50,applicant,agentic-governance-ledger,APEX-0019,,,,,,,,,,,,,,,,,,doc-4bbc9f5f,balance_sheet,pdf,APEX-0019_balance_sheet_2024.pdf,documents/COMP-080/APEX-0019_balance_sheet_2024.pdf,278770.0,a86210f5fdceb84f,2024.0,2026-02-24T17:54:37.453323,applicant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca606154-5a1c-44f3-8267-db660d6ad243,DocumentAdded,53fe326b-facc-411a-b21d-795f1b08b4a8,DocumentPackage,4,1.0,2026-02-24T17:54:37.453323Z,2026-02-24T17:54:37.453323Z,,4910a807-87cf-400a-86fc-8d709f105e1b,system,agentic-governance-ledger,,,,,,,,,,,,,,,APEX-0019,,,,doc-4bbc9f5f,balance_sheet,pdf,,,,a86210f5fdceb84f,,,,2026-02-24T17:54:37.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e03f5e41-b3d8-423b-9ad1-203d08223ab6,DocumentUploaded,3cc46776-4f73-466c-bba8-cbc76d1370f2,Loan,6,1.0,2026-02-24T17:57:37.453323Z,2026-02-24T17:57:37.453323Z,,b2c2d713-3671-47d6-b564-944415f19b50,applicant,agentic-governance-ledger,APEX-0019,,,,,,,,,,,,,,,,,,doc-83e7b53f,income_statement,xlsx,APEX-0019_financials.xlsx,documents/COMP-080/APEX-0019_financials.xlsx,305938.0,3a3a2439911766f6,2024.0,2026-02-24T17:57:37.453323,applicant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903bbcc9-926e-46d5-8013-6857c4cc8690,DocumentAdded,53fe326b-facc-411a-b21d-795f1b08b4a8,DocumentPackage,5,1.0,2026-02-24T17:57:37.453323Z,2026-02-24T17:57:37.453323Z,,4910a807-87cf-400a-86fc-8d709f105e1b,system,agentic-governance-ledger,,,,,,,,,,,,,,,APEX-0019,,,,doc-83e7b53f,income_statement,xlsx,,,,3a3a2439911766f6,,,,2026-02-24T17:57:37.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4ad5e16-0f87-4c8b-80c1-f931613b59c2,AgentSessionStarted,080d9db0-935d-42f9-8a37-3b4e8699a6e3,AgentSession,1,1.0,2026-02-24T18:22:40.453323Z,2026-02-24T18:22:40.453323Z,,b2c2d713-3671-47d6-b564-944415f19b50,doc-agent-1,agentic-governance-ledger,APEX-0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sess-doc-41c931ce,document_processing,doc-agent-1,claude-sonnet-4-20250514,1.0.0-sim,fresh,1455.0,2026-02-24T18:22:40.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf409180-de6b-4cdc-a146-af54dbf0dad6,AgentInputValidated,080d9db0-935d-42f9-8a37-3b4e8699a6e3,AgentSession,2,1.0,2026-02-24T18:22:42.453323Z,2026-02-24T18:22:42.453323Z,,b2c2d713-3671-47d6-b564-944415f19b50,system,agentic-governance-ledger,APEX-0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sess-doc-41c931ce,document_processing,,,,,,,3.0,application_id|document_ids|applicant_registry_access,50.0,2026-02-24T18:22:42.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8bab06b3-cac4-47b7-a862-bd9b66a6d091,AgentNodeExecuted,080d9db0-935d-42f9-8a37-3b4e8699a6e3,AgentSession,3,1.0,2026-02-24T18:22:44.453323Z,2026-02-24T18:22:44.453323Z,,bb786ee3-b66d-4387-b92c-a95204f635a9,system,agentic-governance-ledger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sess-doc-41c931ce,document_processing,,,,,,,,,,,validate_inputs,1.0,2.0,application_id|documents,2.0,validated_inputs|document_paths,False,,,,99.0,2026-02-24T18:22:44.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e48a945-45f2-4fa8-ab47-22287d14f52f,DocumentFormatValidated,53fe326b-facc-411a-b21d-795f1b08b4a8,DocumentPackage,6,1.0,2026-02-24T18:22:49.453323Z,2026-02-24T18:22:49.453323Z,,4910a807-87cf-400a-86fc-8d709f105e1b,system,agentic-governance-ledger,,,,,,,,,,,,,,,APEX-0019,,,,doc-39dfdcc6,income_statement,,,,,,,,,,,,,,,,,,,,,2026-02-24T18:22:49.453323,,,,,,,,,,,,,5.0,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
035e3030-d200-4fd3-8904-a23e5e607681,ExtractionStarted,53fe326b-facc-411a-b21d-795f1b08b4a8,DocumentPackage,7,1.0,2026-02-24T18:22:49.453323Z,2026-02-24T18:22:49.453323Z,,4910a807-87cf-400a-86fc-8d709f105e1b,system,agentic-governance-ledger,,,,,,,,,,,,,,,APEX-0019,,,,doc-39dfdcc6,income_statement,,,,,,,,,,,,,,,,,2026-02-24T18:22:49.453323,,,,,,,,,,,,,,,,,,,week3-v1.0,mineru-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1fe7eb5-bcdf-4ad6-950b-fb41130ed6a8,AgentToolCalled,080d9db0-935d-42f9-8a37-3b4e8699a6e3,AgentSession,4,1.0,2026-02-24T18:23:30.453323Z,2026-02-24T18:23:30.453323Z,,bb786ee3-b66d-4387-b92c-a95204f635a9,system,agentic-governance-ledger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sess-doc-41c931ce,document_processing,,,,,,,,,,,,,,,,,,,,,,,,,,,week3_extraction_pipeline,PDF extraction: income_statement,Extracted 10 financial line items,3241.0,2026-02-24T18:23:30.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c64890f-29b4-4755-bef6-3dc02036c457,ExtractionCompleted,53fe326b-facc-411a-b21d-795f1b08b4a8,DocumentPackage,8,1.0,2026-02-24T18:23:58.453323Z,2026-02-24T18:23:58.453323Z,,4910a807-87cf-400a-86fc-8d709f105e1b,system,agentic-governance-ledger,,,,,,,,,,,,,,,APEX-0019,,,,doc-39dfdcc6,income_statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6070930.15,1550660.95,,686830.13,919707.66,232877.53,179474.49,,,392610.16,8412767.34,3969517.76,880646.51,1538697.25,1144495.18,3795655.04,1933062.15,2469320.76,4617112.31,754203.03,,,,0.82,2.05,4.13,3.83,0.26,0.06,2024-12-31,USD,True,0.970461754345395,0.8947032327240816,0.9263844702667333,"page 1, table 1, row 1","page 1, table 1, row 9",0.0,True,,5849.0,5.0,5916.0,2026-02-24T18:23:58.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25655271-e028-47c8-a897-ed3f21dde8c9,DocumentFormatValidated,53fe326b-facc-411a-b21d-795f1b08b4a8,DocumentPackage,9,1.0,2026-02-24T18:24:03.453323Z,2026-02-24T18:24:03.453323Z,,4910a807-87cf-400a-86fc-8d709f105e1b,system,agentic-governance-ledger,,,,,,,,,,,,,,,APEX-0019,,,,doc-4ac87f71,balance_sheet,,,,,,,,,,,,,,,,,,,,,2026-02-24T18:24:03.453323,,,,,,,,,,,,,5.0,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408b724a-07fb-4c1e-8e9f-5dc56611c536,ExtractionStarted,53fe326b-facc-411a-b21d-795f1b08b4a8,DocumentPackage,10,1.0,2026-02-24T18:24:03.453323Z,2026-02-24T18:24:03.453323Z,,4910a807-87cf-400a-86fc-8d709f105e1b,system,agentic-governance-ledger,,,,,,,,,,,,,,,APEX-0019,,,,doc-4ac87f71,balance_sheet,,,,,,,,,,,,,,,,,2026-02-24T18:24:03.453323,,,,,,,,,,,,,,,,,,,week3-v1.0,mineru-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631b8f34-a8ac-4a23-b8b3-38cbcb618e7a,AgentToolCalled,080d9db0-935d-42f9-8a37-3b4e8699a6e3,AgentSession,5,1.0,2026-02-24T18:24:27.453323Z,2026-02-24T18:24:27.453323Z,,bb786ee3-b66d-4387-b92c-a95204f635a9,system,agentic-governance-ledger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sess-doc-41c931ce,document_processing,,,,,,,,,,,,,,,,,,,,,,,,,,,week3_extraction_pipeline,PDF extraction: balance_sheet,Extracted 14 financial line items,7961.0,2026-02-24T18:24:27.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69a0fa69-a775-4ac3-9bc5-da789d5536cd,ExtractionCompleted,53fe326b-facc-411a-b21d-795f1b08b4a8,DocumentPackage,11,1.0,2026-02-24T18:25:00.453323Z,2026-02-24T18:25:00.453323Z,,4910a807-87cf-400a-86fc-8d709f105e1b,system,agentic-governance-ledger,,,,,,,,,,,,,,,APEX-0019,,,,doc-4ac87f71,balance_sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6070930.15,1550660.95,,686830.13,,232877.53,179474.49,,,392610.16,8412767.34,3969517.76,880646.51,1538697.25,1144495.18,3795655.04,1933062.15,2469320.76,4617112.31,754203.03,,,,0.82,2.05,4.13,3.83,0.26,0.06,2024-12-31,USD,True,0.9340128717019013,0.820429956838303,0.9658739811333531,"page 1, table 1, row 1","page 1, table 1, row 9",0.0,True,,5350.0,5.0,2992.0,2026-02-24T18:25:00.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926e44f2-ca0b-477f-b758-157b6adad86c,AgentNodeExecuted,080d9db0-935d-42f9-8a37-3b4e8699a6e3,AgentSession,6,1.0,2026-02-24T18:25:02.453323Z,2026-02-24T18:25:02.453323Z,,bb786ee3-b66d-4387-b92c-a95204f635a9,system,agentic-governance-ledger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sess-doc-41c931ce,document_processing,,,,,,,,,,,run_extraction,2.0,1.0,document_paths,2.0,raw_facts|page_refs,False,,,,354.0,2026-02-24T18:25:02.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780a15d4-a95b-42c7-8d9f-651bc79adb6b,AgentNodeExecuted,080d9db0-935d-42f9-8a37-3b4e8699a6e3,AgentSession,7,1.0,2026-02-24T18:25:35.453323Z,2026-02-24T18:25:35.453323Z,,bb786ee3-b66d-4387-b92c-a95204f635a9,system,agentic-governance-ledger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sess-doc-41c931ce,document_processing,,,,,,,,,,,assess_quality,3.0,2.0,raw_facts|company_profile,1.0,quality_assessment,True,2270.0,541.0,0.014925,7961.0,2026-02-24T18:25:35.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70457989-2f21-488b-ba52-506f5642b653,QualityAssessmentCompleted,53fe326b-facc-411a-b21d-795f1b08b4a8,DocumentPackage,12,1.0,2026-02-24T18:25:50.453323Z,2026-02-24T18:25:50.453323Z,,4910a807-87cf-400a-86fc-8d709f105e1b,system,agentic-governance-ledger,,,,,,,,,,,,,,,APEX-0019,,,,doc-8e60cd92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8088311477092177,True,0.0,0.0,False,Financial statements appear internally consistent. Balance sheet balances. Revenue consistent with prior year trajectory.,2026-02-24T18:25:50.453323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
